titre,entreprise,description,localisation,date_publication,date_limite,nombre_postes,niveau_experience,niveau_etudes_requis,competences_cles,contrat_propose,teletravail,lien
Agent Général RMA,Royale Marocaine d'Assurance,"Opportunité d’affaire : Création d'entreprise (Agence agréée RMA). Porteur de notre marque et de notre savoir-faire, l’agent général RMA est un véritable chef d’entreprise...",Rabat & régions (Maroc),17.01.2025,17.03.2025,Postes proposés: 30,De 5 à 10 ans,Bac +3,"[""Assurance (métiers de l')""]",Autre,Non,https://www.rekrute.com/offre-emploi-agent-general-rma-recrutement-royale-marocaine-dassurance-rabat-regions-167799.html
Agent Général RMA,Royale Marocaine d'Assurance,"Opportunité d’affaire : Création d'entreprise (Agence agréée RMA). Porteur de notre marque et de notre savoir-faire, l’agent général RMA est un véritable chef d’entreprise...",Oujda & régions (Maroc),17.01.2025,17.03.2025,Postes proposés: 30,De 5 à 10 ans,Bac +3,"[""Assurance (métiers de l')""]",Autre,Non,https://www.rekrute.com/offre-emploi-agent-general-rma-recrutement-royale-marocaine-dassurance-oujda-regions-167798.html
Agent Général RMA,Royale Marocaine d'Assurance,"Opportunité d’affaire : Création d'entreprise (Agence agréée RMA). Porteur de notre marque et de notre savoir-faire, l’agent général RMA est un véritable chef d’entreprise...",Tanger & régions (Maroc),17.01.2025,17.03.2025,Postes proposés: 30,De 5 à 10 ans,Bac +3,"[""Assurance (métiers de l')""]",Autre,Non,https://www.rekrute.com/offre-emploi-agent-general-rma-recrutement-royale-marocaine-dassurance-tanger-regions-167797.html
Agent Général RMA,Royale Marocaine d'Assurance,"Opportunité d’affaire : Création d'entreprise (Agence agréée RMA). Porteur de notre marque et de notre savoir-faire, l’agent général RMA est un véritable chef d’entreprise...",Agadir & régions (Maroc),17.01.2025,17.03.2025,Postes proposés: 30,De 5 à 10 ans,Bac +3,"[""Assurance (métiers de l')""]",Autre,Non,https://www.rekrute.com/offre-emploi-agent-general-rma-recrutement-royale-marocaine-dassurance-agadir-regions-167796.html
Agent Général RMA,Royale Marocaine d'Assurance,"Opportunité d’affaire : Création d'entreprise (Agence agréée RMA). Porteur de notre marque et de notre savoir-faire, l’agent général RMA est un véritable chef d’entreprise...",Marrakech & régions (Maroc),17.01.2025,17.03.2025,Postes proposés: 30,De 5 à 10 ans,Bac +3,"[""Assurance (métiers de l')""]",Autre,Non,https://www.rekrute.com/offre-emploi-agent-general-rma-recrutement-royale-marocaine-dassurance-marrakech-regions-167795.html
Agent Général RMA,Royale Marocaine d'Assurance,"Opportunité d’affaire : Création d'entreprise (Agence agréée RMA). Porteur de notre marque et de notre savoir-faire, l’agent général RMA est un véritable chef d’entreprise...",Fès & régions (Maroc),,,,De 5 à 10 ans,Bac +3,"[""Assurance (métiers de l')""]",Autre,Non,https://www.rekrute.com/offre-emploi-agent-general-rma-recrutement-royale-marocaine-dassurance-fes-regions-167794.html
Asesores de servicio al cliente hispanohablantes,Foundever (ex Sitel Group),"Para nuestro desarrollo continuo, contratamos a asesores de servicio al cliente hispanohablantes. Su misión será atender a los clientes y responder a sus necesidades. Riguroso y apasionado de la relación con el cliente, tu...",Rabat (Maroc),17.01.2025,17.03.2025,Postes proposés: 2,Débutant,Bac,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-asesores-de-servicio-al-cliente-hispanohablantes-recrutement-foundever-ex-sitel-group-rabat-167793.html
Responsable de trésorerie,Foundever (ex Sitel Group),Mission principale : Gestion de la trésorerie en anticipant et en sécurisant les flux trésoriers de l’entreprise. Activités principales : Gestion de la trésorerie • Établir les prévisions de...,Casablanca (Maroc),,,,De 3 à 5 ans,Bac +5 et plus,"['Gestion ', ' Comptabilité ', ' Finance']",CDI,Non,https://www.rekrute.com/offre-emploi-responsable-de-tresorerie-recrutement-foundever-ex-sitel-group-casablanca-167792.html
Gestionnaire ACHAT,Bank Al Yousr,"En tant qu'Acheteur(euse), vous serez en charge de la gestion des achats pour différentes catégories, en veillant à la maîtrise des coûts, à la qualité des services et produits, et à la...",Casablanca (Maroc),17.01.2025,17.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,"['Achats ', ' Supply Chain']",CDI,Non,https://www.rekrute.com/offre-emploi-gestionnaire-achat-recrutement-bank-al-yousr-casablanca-167791.html
Agent Commercial H/F,Bank Al Yousr,"Pour le développement de notre réseau d’agences à BERRECHID , nous recrutons un Agent commercial ( H/ F) ",BERRECHID (Maroc),17.01.2025,17.03.2025,Postes proposés: 1,Moins de 1 an,Bac +3,['Banque (métiers de la)'],CDI,Non,https://www.rekrute.com/offre-emploi-agent-commercial-hf-recrutement-bank-al-yousr-berrechid-167790.html
"Analyst, Project ASB",EBRD,"Under the supervision of Principal Manager/ Regional Principal Manager the Analyst will deliver instruments, activities and any other delegated tasks under Advice for Small Businesses Programme in line with strategic priorities of the Bank and SME Finance...",Casablanca (Maroc),17.01.2025,17.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +4,"['Gestion projet ', ' Etudes ', ' R&D']",CDI,Non,https://www.rekrute.com/offre-emploi-analyst-project-asb-recrutement-ebrd-casablanca-167788.html
Profil Commercial (Chinese speaker),M-automotiv,Rattachement hiérarchique : Responsable Commercial   Missions principales : Le Commercial parlant chinois aura pour mission de développer les ventes et les relations commerciales avec les clients et partenaires chinois. Il jouera un...,Casablanca (Maroc),17.01.2025,17.03.2025,Postes proposés: 3,De 1 à 3 ans,Bac +3,"['Commercial ', ' Vente ', ' Export']",CDI,Non,https://www.rekrute.com/offre-emploi-profil-commercial-chinese-speaker-recrutement-m-automotiv-casablanca-167787.html
Responsable Logistique 3PL,,"Nous recherchons un(e) Responsable Logistique 3PL expérimenté(e) pour superviser et optimiser les activités logistiques externalisées de nos clients 3PL (Third-Party Logistics). Vous serez en charge de coordonner les flux,...",Casablanca (Maroc),17.01.2025,17.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +4,"['Logistique ', ' Transport (métiers de)']",CDI,Non,https://www.rekrute.com/offre-emploi-responsable-logistique-3pl-recrutement-confidentiel-casablanca-167786.html
Responsable Audit interne (H/F),Sorec,"Rattaché directement à la Directrice Gouvernance & Audit, vous pilotez l'activité audit interne et instaurer un système d'audit interne en adéquation avec les exigences de la Direction Générale et...",Rabat (Maroc),17.01.2025,17.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,"['Audit ', ' Conseil']",CDI,Non,https://www.rekrute.com/offre-emploi-responsable-audit-interne-hf-recrutement-sorec-rabat-167785.html
OPS Engineer,Excel Management Conseil,Livraison en production les applications développées par le client Migrations Cloud                 - Mise en place des nouvelles infrastructures Cloud avec une optique Infra as code  ...,Rabat (Maroc),17.01.2025,17.03.2025,Postes proposés: 2,De 1 à 3 ans,Bac +4,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-ops-engineer-recrutement-excel-management-conseil-rabat-167784.html
Stage PFE,Comeca Maroc,"Dans le cadre du développement d'outils de chiffrage pour tableaux électriques, nous sommes à la recherche d’un(e) stagiaire motivé(e) pour rejoindre notre équipe. Ce stage offre une opportunité unique de...",Casablanca (Maroc),17.01.2025,17.03.2025,Postes proposés: 1,Débutant,Bac +5 et plus,['Electricité'],Stage,Non,https://www.rekrute.com/offre-emploi-stage-pfe-recrutement-comeca-maroc-casablanca-167783.html
Financial Controller,AXA Group Operations Maroc,"Context: As a Network Global Products financial controller at Axa Group Operations, you will be at the heart of financial oversight for Axa's global network product portfolio. This strategic role requires an individual with a strong understanding of...",Rabat (Maroc),17.01.2025,14.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +4,"['Gestion ', ' Comptabilité ', ' Finance']",CDI,Non,https://www.rekrute.com/offre-emploi-financial-controller-recrutement-axa-group-operations-maroc-rabat-167687.html
Chargé(e) de Support aux Managers Opérationnels (F/H),CGI Technologies et Solutions Maroc,Coordination opérationnelle - Accompagner les managers dans la mise en œuvre de leurs projets et initiatives. - Superviser le suivi des priorités opérationnelles et signaler les éventuels points de blocage. - Faciliter...,Casablanca (Maroc),,,,Débutant,Bac +3,"['Assistanat de Direction ', ' Services Généraux']",CDI,Non,https://www.rekrute.com/offre-emploi-chargee-de-support-aux-managers-operationnels-fh-recrutement-cgi-technologies-et-solutions-maroc-casablanca-167782.html
Ingénieur réseau et sécurité,Société Générale African Business Services - SG ABS,"Administration/exploitation fonctionnelle et technique des solutions/infrastructures/ services réseau, sécurité et télécom. Documentation technique des infrastructures gérées Gestion des incidents, gestion...",Casablanca (Maroc),17.01.2025,17.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-ingenieur-reseau-et-securite-recrutement-societe-generale-african-business-services---sg-abs-casablanca-167781.html
Chef de projet Cash Management,Société Générale African Business Services - SG ABS,"En tant que Chef de Projet vous serez amenés à conduire les projets et chantiers en toute responsabilité de l'obtention, à la fin du projet, d'un résultat optimal et conforme au cahier des charges en ce qui concerne...",Casablanca (Maroc),17.01.2025,29.01.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-chef-de-projet-cash-management-recrutement-societe-generale-african-business-services---sg-abs-casablanca-166632.html
Cash Manager,,"Rattaché(e) au Directeur administratif & financier, votre principale mission sera de garantir une gestion optimale de la trésorerie de l'entreprise en assurant le suivi des flux financiers et la gestion des opérations...",Casablanca (Maroc),17.01.2025,17.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +2,"['Gestion ', ' Comptabilité ', ' Finance']",CDI,Non,https://www.rekrute.com/offre-emploi-cash-manager-recrutement-confidentiel-casablanca-167780.html
Knowledge Manager,Bouygues Construction IT,• Assurer le rôle du Knowledge Manager et backup du Teamleader du Helpdesk • Organiser et mettre à jour la base de connaissance du services Desk • Animer des réunions et des sessions de formation  ,Casablanca (Maroc),,,,De 5 à 10 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-knowledge-manager-recrutement-bouygues-construction-it-casablanca-167809.html
Responsable Achats - Direction des Achats,HUIR - L'Hôpital Universitaire International de Rabat,"L'Hôpital Universitaire International de Rabat est à la recherche d'un(e) Responsable Achats rigoureux(se) et expérimenté(e) pour rejoindre notre Direction des Achats. Rattaché(e) au Directeur des Achats, vous...",Rabat (Maroc),18.01.2025,18.03.2025,Postes proposés: 1,De 10 à 20 ans,Bac +5 et plus,"['Achats ', ' Supply Chain']",CDI,Non,https://www.rekrute.com/offre-emploi-responsable-achats---direction-des-achats-recrutement-huir---lhopital-universitaire-international-de-rabat-rabat-167808.html
Responsable de trésorerie - Direction Administrative et Financière,HUIR - L'Hôpital Universitaire International de Rabat,Nous recherchons un(e) Responsable de trésorerie expérimenté(e) pour rejoindre notre Direction Administrative et Financière à l'HUIR. Il/elle a pour mission : Gestion Opérationnelle de la Trésorerie...,Rabat (Maroc),18.01.2025,18.03.2025,Postes proposés: 1,De 10 à 20 ans,Bac +5 et plus,"['Gestion ', ' Comptabilité ', ' Finance']",CDI,Non,https://www.rekrute.com/offre-emploi-responsable-de-tresorerie---direction-administrative-et-financiere-recrutement-huir---lhopital-universitaire-international-de-rabat-rabat-167807.html
Directeur(trice) des Services Numériques,HUIR - L'Hôpital Universitaire International de Rabat,"Rattaché(e) au Membre du Directoire en Charge des Fonctions Supports, vous aurez pour mission de concevoir, mettre en œuvre et superviser l'ensemble des systèmes d'information numériques dans le cadre de la stratégie...",Rabat (Maroc),18.01.2025,18.03.2025,Postes proposés: 1,De 10 à 20 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-directeurtrice-des-services-numeriques-recrutement-huir---lhopital-universitaire-international-de-rabat-rabat-167806.html
Directeur(trice) Qualité,HUIR - L'Hôpital Universitaire International de Rabat,Le/la Directeur(trice) Qualité est chargé(e) d'établir l'organisation de la Direction Qualité et de diriger les projets de l'hôpital. Il/elle assure la supervision et la coordination de toutes les...,Rabat (Maroc),18.01.2025,18.03.2025,Postes proposés: 1,De 10 à 20 ans,Bac +5 et plus,"['Production ', ' Qualité ', ' Sécurité ', ' Maintenance']",CDI,Non,https://www.rekrute.com/offre-emploi-directeurtrice-qualite-recrutement-huir---lhopital-universitaire-international-de-rabat-rabat-167805.html
Profil Coordinateur technique,M-automotiv,"Profil Coordinateur Technique - Secteur Automobile Société : M-Automotiv Lieu : CASABLANCA Description de l’entreprise : M-Automotiv, acteur majeur du secteur automobile, s'engage à fournir des véhicules de...",Casablanca (Maroc),17.01.2025,17.03.2025,Postes proposés: 2,De 1 à 3 ans,Bac +2,"['Commercial ', ' Vente ', ' Export']",CDI,Non,https://www.rekrute.com/offre-emploi-profil-coordinateur-technique-recrutement-m-automotiv-casablanca-167803.html
Agent Général RMA,Royale Marocaine d'Assurance,"Opportunité d’affaire : Création d'entreprise (Agence agréée RMA). Porteur de notre marque et de notre savoir-faire, l’agent général RMA est un véritable chef d’entreprise...",Drâa-Tafilalet (Maroc),17.01.2025,17.03.2025,Postes proposés: 30,De 5 à 10 ans,Bac +3,"[""Assurance (métiers de l')""]",Autre,Non,https://www.rekrute.com/offre-emploi-agent-general-rma-recrutement-royale-marocaine-dassurance-draa-tafilalet-167802.html
Agent Général RMA,Royale Marocaine d'Assurance,"Opportunité d’affaire : Création d'entreprise (Agence agréée RMA). Porteur de notre marque et de notre savoir-faire, l’agent général RMA est un véritable chef d’entreprise...",Béni Mellal & régions (Maroc),17.01.2025,17.03.2025,Postes proposés: 30,De 5 à 10 ans,Bac +3,"[""Assurance (métiers de l')""]",Autre,Non,https://www.rekrute.com/offre-emploi-agent-general-rma-recrutement-royale-marocaine-dassurance-beni-mellal-regions-167801.html
